GO_X,GO_Y
1649.536678,82.052374 
1650.973557,82.413685 
1652.410436,82.764601 
1653.847314,82.909860 
1655.284193,83.144414 
1656.721072,83.470541 
1658.157950,83.790068 
1659.594829,84.092471 
1661.031708,84.365387 
1662.468586,84.671158 
1663.905465,84.930721 
1665.342344,85.165024 
1666.779222,85.374296 
1668.216101,85.581043 
1669.652979,85.803633 
1671.089858,85.969494 
1672.526737,86.056494 
1673.963615,86.201616 
1675.400494,86.355490 
1676.837373,86.543247 
1678.274251,86.757610 
1679.711130,86.799447 
1681.148009,86.771116 
1682.584887,86.886636 
1684.021766,86.994942 
1685.458644,86.953804 
1686.895523,87.030893 
1688.332402,87.058463 
1689.769280,87.085904 
1691.206159,87.142280 
1692.643038,87.177741 
1694.079916,87.248247 
1695.516795,87.323831 
1696.953674,87.121575 
1698.390552,87.069310 
1699.827431,87.110273 
1701.264310,86.883447 
1702.701188,86.788955 
1704.138067,86.809156 
1705.574945,86.809030 
1707.011824,86.724090 
1708.448703,86.664947 
1709.885581,86.646944 
1711.322460,86.632181 
1712.759339,86.624579 
1714.196217,86.538836 
1715.633096,86.411612 
1717.069975,86.381513 
1718.506853,86.239133 
1719.943732,86.172308 
1721.380610,86.237801 
1722.817489,86.218684 
1724.254368,86.140383 
1725.691246,86.150287 
1727.128125,86.133952 
1728.565004,86.140500 
1730.001882,86.161424 
1731.438761,86.168611 
1732.875640,86.241573 
1734.312518,86.273507 
1735.749397,86.200099 
1737.186276,86.318859 
1738.623154,86.442043 
1740.060033,86.523267 
1741.496911,86.640079 
1742.933790,86.755883 
1744.370669,86.823383 
1745.807547,86.908259 
1747.244426,87.009980 
1748.681305,87.136133 
1750.118183,87.280238 
1751.555062,87.383237 
1752.991941,87.514525 
1754.428819,87.696329 
1755.865698,87.868194 
1757.302576,88.028923 
1758.739455,88.191974 
1760.176334,88.351597 
1761.613212,88.516781 
1763.050091,88.662702 
1764.486970,88.810072 
1765.923848,88.985044 
1767.360727,89.094526 
1768.797606,89.188341 
1770.234484,89.323507 
1771.671363,89.481485 
1773.108242,89.607505 
1774.545120,89.687687 
1775.981999,89.790025 
1777.418877,89.936069 
1778.855756,90.042493 
1780.292635,90.145862 
1781.729513,90.276636 
1783.166392,90.390225 
1784.603271,90.492620 
1786.040149,90.616217 
1787.477028,90.747728 
1788.913907,90.799811 
1790.350785,90.802823 
1791.787664,90.845405 
1793.224542,90.917899 
1794.661421,90.921009 
1796.098300,90.938066 
1797.535178,90.985239 
1798.972057,91.007405 
1800.408936,91.022586 
1801.845814,91.035243 
1803.282693,91.082124 
1804.719572,91.143299 
1806.156450,91.165203 
1807.593329,91.186587 
1809.030207,91.229483 
1810.467086,91.237943 
1811.903965,91.261157 
1813.340843,91.299334 
1814.777722,91.334285 
1816.214601,91.389968 
1817.651479,91.441143 
1819.088358,91.503976 
1820.525237,91.551546 
1821.962115,91.560315 
1823.398994,91.626175 
1824.835873,91.722062 
1826.272751,91.786221 
1827.709630,91.870936 
1829.146508,91.924286 
1830.583387,91.992404 
1832.020266,92.101279 
1833.457144,92.189386 
1834.894023,92.309109 
1836.330902,92.405270 
1837.767780,92.518531 
1839.204659,92.672972 
1840.641538,92.772220 
1842.078416,92.821576 
1843.515295,92.955247 
1844.952173,93.040405 
1846.389052,93.069618 
1847.825931,93.111000 
1849.262809,93.166817 
1850.699688,93.288064 
1852.136567,93.353084 
1853.573445,93.368458 
1855.010324,93.445401 
1856.447203,93.485647 
1857.884081,93.532417 
1859.320960,93.594656 
1860.757839,93.628776 
1862.194717,93.685945 
1863.631596,93.702691 
1865.068474,93.691123 
1866.505353,93.740360 
1867.942232,93.785707 
1869.379110,93.835004 
1870.815989,93.873141 
1872.252868,93.857785 
1873.689746,93.901686 
1875.126625,93.910889 
1876.563504,93.910894 
1878.000382,94.025500 
1879.437261,94.036067 
1880.874139,94.051847 
1882.311018,94.096694 
1883.747897,94.055765 
1885.184775,94.172750 
1886.621654,94.245242 
1888.058533,94.167128 
1889.495411,94.153607 
1890.932290,94.095320 
1892.369169,94.029783 
1893.806047,94.055526 
1895.242926,94.051241 
1896.679805,94.105852 
1898.116683,94.152662 
1899.553562,94.085030 
1900.990440,94.063558 
1902.427319,94.010702 
1903.864198,94.051641 
1905.301076,94.206988 
1906.737955,94.142727 
1908.174834,94.088960 
1909.611712,94.162076 
1911.048591,94.155349 
1912.485470,94.188326 
1913.922348,94.190238 
1915.359227,94.184066 
1916.796105,94.223724 
1918.232984,94.224301 
1919.669863,94.237319 
1921.106741,94.238432 
1922.543620,94.183170 
1923.980499,94.214007 
1925.417377,94.208436 
1926.854256,94.177124 
1928.291135,94.169749 
1929.728013,94.113137 
1931.164892,94.141457 
1932.601771,94.220984 
1934.038649,94.231964 
1935.475528,94.266128 
1936.912406,94.257229 
1938.349285,94.265029 
1939.786164,94.348465 
1941.223042,94.356371 
1942.659921,94.362936 
1944.096800,94.360396 
1945.533678,94.269873 
1946.970557,94.344430 
1948.407436,94.412230 
1949.844314,94.373128 
1951.281193,94.518167 
1952.718071,94.502643 
1954.154950,94.537676 
1955.591829,94.684571 
1957.028707,94.533559 
1958.465586,94.473856 
1959.902465,94.498643 
1961.339343,94.538643 
1962.776222,94.886435 
1964.213101,95.022573 
1965.649979,95.040748 
1967.086858,95.163088 
1968.523737,95.023561 
1969.960615,95.064649 
1971.397494,95.110676 
1972.834372,95.028659 
1974.271251,95.122538 
1975.708130,95.038276 
1977.145008,94.857976 
1978.581887,94.863995 
1980.018766,94.772153 
1981.455644,94.769079 
1982.892523,94.723059 
1984.329402,94.554586 
1985.766280,94.594449 
1987.203159,94.608083 
1988.640037,94.567770 
1990.076916,94.601526 
1991.513795,94.597436 
1992.950673,94.573453 
1994.387552,94.507416 
1995.824431,94.426618 
1997.261309,94.673721 
1998.698188,94.856347 
2000.135067,94.915026 
2001.571945,95.228425 
2003.008824,95.219162 
2004.445703,95.226488 
2005.882581,95.162460 
2007.319460,94.811185 
2008.756338,94.988060 
2010.193217,94.924882 
2011.630096,94.684918 
2013.066974,95.073449 
2014.503853,94.978900 
2015.940732,94.706962 
2017.377610,94.824762 
2018.814489,94.656807 
2020.251368,94.871387 
2021.688246,95.275750 
2023.125125,95.256123 
2024.562003,95.353169 
2025.998882,95.141968 
2027.435761,94.936513 
2028.872639,95.198016 
2030.309518,95.224579 
2031.746397,95.141873 
2033.183275,94.929169 
2034.620154,94.784236 
2036.057033,95.072554 
2037.493911,95.061216 
2038.930790,94.977506 
2040.367669,95.070084 
2041.804547,94.893380 
2043.241426,94.868624 
2044.678304,94.793132 
2046.115183,94.556282 
2047.552062,94.645214 
2048.988940,94.684943 
2050.425819,94.699023 
2051.862698,94.677683 
2053.299576,94.344221 
2054.736455,94.290278 
2056.173334,94.458971 
2057.610212,94.403605 
2059.047091,94.359425 
2060.483969,94.185268 
2061.920848,94.087078 
2063.357727,94.303060 
2064.794605,94.336569 
2066.231484,94.267107 
2067.668363,94.218797 
2069.105241,94.099659 
2070.542120,94.163660 
2071.978999,94.175004 
2073.415877,94.080390 
2074.852756,94.079649 
2076.289635,93.946129 
2077.726513,93.918270 
2079.163392,94.026769 
2080.600270,93.913608 
2082.037149,93.909950 
2083.474028,94.069395 
2084.910906,94.079433 
2086.347785,93.981377 
2087.784664,93.820208 
2089.221542,93.796797 
2090.658421,93.856431 
2092.095300,93.718082 
2093.532178,93.678943 
2094.969057,93.854631 
2096.405935,93.964762 
2097.842814,93.951896 
2099.279693,93.851941 
2100.716571,93.865296 
2102.153450,93.887537 
2103.590329,93.732591 
2105.027207,93.740838 
2106.464086,93.820149 
2107.900965,93.753189 
2109.337843,93.774880 
2110.774722,93.714214 
2112.211600,93.537543 
2113.648479,93.537755 
2115.085358,93.591697 
2116.522236,93.604924 
